Year,Week,Team Name,Player Name,Pro Team,FPTS,Position,Position2,Position3,FTA,PTS,3PM,BLK,STL,AST,REB,TO,FGM,FGA,FTM
2024,2,I Watch Basketbal,Terry Rozier,MIA,124,PG,SG,,-6,66,6,8,8,36,12,-12,54,-54,6
2024,2,I Watch Basketbal,LeBron James,LAL,156,SF,PF,,-21,78,8,12,28,32,24,-24,56,-51,14
2024,2,I Watch Basketbal,Ivica Zubac,LAC,32,C,,,-4,16,0,4,0,2,18,-4,14,-16,2
2024,2,I Watch Basketbal,Khris Middleton,MIL,31,SF,,,0,12,2,0,0,8,9,0,10,-10,0
2024,2,I Watch Basketbal,Harrison Barnes,SAC,40,SF,PF,,-7,27,7,0,4,2,4,-2,14,-15,6
2024,2,I Watch Basketbal,Wendell Carter Jr.,ORL,66,C,,,-10,31,4,8,4,12,26,-8,22,-28,5
2024,2,I Watch Basketbal,Jabari Smith Jr.,HOU,42,PF,C,,0,21,3,4,0,0,11,0,18,-15,0
2024,2,Keegan It Real,Nikola Jokic,DEN,254,C,,,-21,113,5,12,16,64,50,-22,92,-71,16
2024,2,Keegan It Real,Jaden Ivey,DET,60,PG,SG,,-6,32,5,8,4,6,9,-6,22,-19,5
2024,2,Keegan It Real,Josh Giddey,CHI,91,PG,SG,SF,-9,54,1,8,8,22,21,-18,46,-49,7
2024,2,Keegan It Real,Chet Holmgren,OKC,143,PF,C,,-12,57,7,28,16,22,23,-20,38,-28,12
2024,2,Keegan It Real,Malik Monk,SAC,29,SG,SF,,-3,16,3,8,0,4,3,-6,10,-9,3
2024,2,Keegan It Real,Deni Avdija,WAS,24,SF,PF,,-2,14,1,0,0,6,4,-4,12,-8,1
2024,2,Keegan It Real,Karl-Anthony Towns,MIN,112,PF,C,,-17,62,4,0,20,16,25,-6,42,-50,16
2024,2,Keegan It Real,Devin Vassell,SAS,67,SG,SF,,-2,35,6,0,12,12,8,-6,28,-27,1
2024,2,Keegan It Real,Scottie Barnes,TOR,211,SF,PF,,-19,95,12,24,24,42,43,-22,68,-71,15
2024,2,Keegan It Real,Victor Wembanyama,SAS,157,PF,C,,-16,76,7,44,8,14,27,-18,56,-54,13
2024,2,Keegan It Real,Keegan Murray,SAC,29,SF,PF,,-2,17,1,0,8,8,8,0,14,-27,2
2024,2,Keegan It Real,Mark Williams,CHA,117,C,,,-17,64,0,8,8,6,24,-12,50,-28,14
2024,2,Keegan It Real,Jamal Murray,DEN,121,PG,,,-13,52,6,12,8,66,13,-16,36,-53,10
2024,2,Keegan It Real,Mikal Bridges,BKN,151,SG,SF,,-11,84,10,8,12,32,22,-14,64,-66,10
2024,2,Keegan It Real,Jeremy Sochan,SAS,82,PG,PF,,-3,26,0,4,12,38,16,-8,24,-29,2
2024,2,Keegan It Real,Evan Mobley,CLE,157,PF,C,,-7,47,0,36,20,34,46,-22,44,-44,3
2024,2,New Jersey Eren,Alperen Sengun,HOU,84,C,,,-1,34,2,0,12,20,16,-6,32,-25,0
2024,2,New Jersey Eren,Darius Garland,CLE,23,PG,,,-13,24,0,0,0,14,3,-12,12,-17,12
2024,2,New Jersey Eren,Shaedon Sharpe,POR,151,SG,SF,,-24,83,10,24,16,26,25,-24,54,-58,19
2024,2,New Jersey Eren,Jalen Brunson,NYK,108,PG,SG,,-25,88,3,0,12,20,14,-20,64,-69,21
2024,2,New Jersey Eren,Xavier Tillman,BOS,47,PF,C,,-3,12,0,12,12,12,14,-2,12,-22,0
2024,2,New Jersey Eren,Cam Thomas,BKN,129,SG,,,-23,90,8,12,16,20,14,-12,62,-78,20
2024,2,New Jersey Eren,Desmond Bane,MEM,209,SG,SF,,-13,114,13,12,36,30,25,-20,90,-89,11
2024,2,New Jersey Eren,Fred VanVleet,HOU,98,PG,,,-4,43,9,8,0,46,9,-8,30,-39,4
2024,2,New Jersey Eren,Jerami Grant,POR,97,PF,,,-17,75,9,8,4,12,17,-14,54,-63,12
2024,2,New Jersey Eren,Zach LaVine,CHI,121,SG,SF,,-22,81,8,4,16,22,18,-12,54,-67,19
2024,2,New Jersey Eren,Joel Embiid,PHL,86,C,,,-18,54,3,8,0,20,24,-16,34,-40,17
2024,2,New Jersey Eren,De'Anthony Melton,PHL,17,PG,SG,,-2,4,1,0,4,10,5,-2,2,-6,1
2024,2,New Jersey Eren,Talen Horton-Tucker,UTA,77,SG,SF,,0,29,3,8,20,26,7,-8,26,-34,0
2024,2,New Jersey Eren,Dennis Schroder,BKN,165,PG,,,-15,71,5,4,20,70,11,-16,54,-51,12
2024,2,New Jersey Eren,Rudy Gobert,MIN,94,C,,,-17,29,0,32,8,6,35,-4,16,-24,13
2024,2,New Jersey Eren,Giannis Antetokounmpo,MIL,94,PF,C,,-33,71,4,8,4,20,19,-24,46,-42,21
2024,2,For All the bullDawgs,Myles Turner,IND,138,C,,,-16,69,10,20,16,16,31,-18,48,-49,11
2024,2,For All the bullDawgs,Jakob Poeltl,TOR,29,C,,,-3,14,0,4,0,2,10,-4,12,-8,2
2024,2,For All the bullDawgs,John Collins,UTA,114,PF,,,-17,65,7,8,16,6,29,-10,48,-48,10
2024,2,For All the bullDawgs,De'Andre Hunter,ATL,45,SF,PF,,-8,27,3,4,8,8,12,-14,18,-19,6
2024,2,For All the bullDawgs,Max Strus,CLE,65,SG,SF,,-5,34,4,12,8,16,9,-12,26,-31,4
2024,2,For All the bullDawgs,Bobby Portis,MIL,71,PF,C,,-11,30,0,4,24,6,16,-2,22,-26,8
2024,2,For All the bullDawgs,Mitchell Robinson,NYK,36,C,,,-8,6,0,8,0,2,31,-2,2,-7,4
2024,2,For All the bullDawgs,Clint Capela,ATL,89,C,,,-6,29,0,28,4,2,23,-2,24,-18,5
2024,2,For All the bullDawgs,Tyler Herro,MIA,153,PG,SG,,-13,89,12,0,12,34,21,-18,66,-61,11
2024,2,For All the bullDawgs,Jimmy Butler,MIA,98,SF,PF,,-18,53,2,4,16,18,18,-8,36,-38,15
2024,2,For All the bullDawgs,Damian Lillard,MIL,103,PG,,,-30,70,7,4,8,28,11,-20,36,-38,27
2024,2,Pooh Shaisty,Coby White,CHI,54,PG,SG,,-4,29,3,8,8,14,5,-8,22,-27,4
2024,2,Pooh Shaisty,Kevin Durant,PHO,194,SF,PF,,-37,126,6,24,16,32,20,-32,90,-81,30
2024,2,Pooh Shaisty,Tobias Harris,PHL,34,SF,PF,,-4,18,0,0,4,4,10,-6,14,-10,4
2024,2,Pooh Shaisty,Keldon Johnson,SAS,135,SF,,,-6,60,7,4,24,26,16,0,48,-49,5
2024,2,Pooh Shaisty,Jaren Jackson Jr.,MEM,185,PF,C,,-29,106,10,28,8,22,34,-18,74,-72,22
2024,2,Pooh Shaisty,Klay Thompson,GSW,74,SG,SF,,-5,47,8,12,4,10,8,-10,34,-39,5
2024,2,Pooh Shaisty,Kelly Oubre Jr.,PHL,36,SF,PF,,-3,25,3,4,0,0,3,0,20,-18,2
2024,2,Pooh Shaisty,Jordan Clarkson,UTA,87,SG,,,-12,55,6,0,16,40,18,-28,40,-57,9
2024,2,Pooh Shaisty,Jonas Valanciunas,NOP,143,C,,,-13,59,4,28,8,20,35,-10,44,-43,11
2024,2,Pooh Shaisty,Trae Young,ATL,130,PG,,,-20,69,5,0,16,60,9,-18,46,-55,18
2024,2,Pooh Shaisty,Deandre Ayton,POR,169,C,,,-2,48,0,20,44,10,57,-14,46,-42,2
2024,2,Pooh Shaisty,Saddiq Bey,ATL,74,SF,PF,,-4,37,7,4,8,6,18,-4,26,-28,4
2024,2,Pooh Shaisty,Shai Gilgeous-Alexander,OKC,95,PG,SG,,-14,52,1,0,24,24,14,-14,38,-43,13
2024,2,Pooh Shaisty,Chris Paul,GSW,100,PG,,,-2,21,2,0,24,56,13,-2,18,-31,1
2024,2,Pooh Shaisty,Kyle Anderson,MIN,85,SF,PF,,-2,25,1,12,12,26,8,-4,22,-17,2
2024,3,Team Chigga,Tyrese Haliburton,IND,238,PG,SG,,-13,93,12,12,16,96,15,-12,68,-62,13
2024,3,Team Chigga,OG Anunoby,NYK,48,SF,,,-6,34,5,0,4,8,8,-4,24,-30,5
2024,3,Team Chigga,Aaron Gordon,DEN,118,PF,,,-12,45,2,16,12,28,31,-12,36,-35,7
2024,3,Team Chigga,Jusuf Nurkic,PHO,99,C,,,-15,37,2,8,16,32,34,-20,26,-30,9
2024,3,Team Chigga,Dorian Finney-Smith,BKN,83,SF,PF,,0,34,10,20,4,12,21,-6,24,-36,0
2024,3,Team Chigga,Nikola Vucevic,CHI,132,C,,,-5,57,5,12,16,22,26,-6,48,-47,4
2024,3,Team Chigga,Jayson Tatum,BOS,178,SF,PF,,-26,98,11,4,32,30,35,-22,68,-71,19
2024,3,Team Chigga,Dillon Brooks,HOU,54,SG,SF,,-11,29,3,4,8,10,12,-8,18,-19,8
2024,3,Team Chigga,Royce O'Neale,PHO,40,SF,,,-2,13,4,0,8,16,9,-6,8,-11,1
2024,3,Team Chigga,Kelly Olynyk,TOR,23,PF,C,,-2,6,0,4,4,4,8,-4,4,-3,2
2024,3,Team Chigga,Paul George,LAC,112,SG,SF,PF,-23,68,7,4,36,26,24,-32,40,-59,21
2024,3,Team Chigga,Mike Conley,MIN,109,PG,,,-5,39,8,0,12,44,14,-10,26,-24,5
2024,3,Team Chigga,Marcus Smart,MEM,12,PG,SG,,-2,8,0,4,0,4,1,-2,6,-9,2
2024,3,Team Chigga,Derrick White,BOS,86,PG,SG,,-7,34,5,12,8,30,12,-4,24,-33,5
2024,3,Team Chigga,Kevon Looney,GSW,54,PF,C,,0,14,0,8,4,6,25,-6,14,-11,0
2024,3,NYC Chopp Cheese,Jordan Poole,WAS,87,PG,SG,,-10,60,8,8,0,30,10,-18,44,-53,8
2024,3,NYC Chopp Cheese,Cade Cunningham,DET,120,PG,SG,,-23,85,4,4,8,50,19,-30,60,-78,21
2024,3,NYC Chopp Cheese,Austin Reaves,LAL,78,SG,SF,,-8,40,4,0,12,30,6,-10,28,-32,8
2024,3,NYC Chopp Cheese,Naz Reid,MIN,18,PF,C,,0,7,1,8,0,0,3,0,6,-7,0
2024,3,NYC Chopp Cheese,Jalen Johnson,ATL,95,SF,PF,,-6,41,3,8,12,18,25,-12,34,-32,4
2024,3,NYC Chopp Cheese,Spencer Dinwiddie,LAL,72,PG,SG,,-13,34,6,4,8,28,14,-8,18,-29,10
2024,3,NYC Chopp Cheese,Bam Adebayo,MIA,241,C,,,-34,102,1,28,32,42,58,-22,72,-67,29
2024,3,NYC Chopp Cheese,Jalen Williams,OKC,125,SG,SF,PF,-17,81,6,4,16,14,13,-14,60,-53,15
2024,3,NYC Chopp Cheese,Dejounte Murray,ATL,122,PG,SG,,-13,68,14,4,24,26,12,-20,44,-47,10
2024,3,NYC Chopp Cheese,Donovan Mitchell,CLE,77,PG,SG,,-8,41,3,4,16,20,12,-4,30,-45,8
2024,3,NYC Chopp Cheese,Walker Kessler,UTA,41,C,,,-6,15,1,16,0,0,15,-2,10,-12,4
2024,3,NYC Chopp Cheese,Grant Williams,CHA,45,PF,,,-3,21,4,12,4,6,8,-2,16,-22,1
2024,3,NYC Chopp Cheese,Cameron Johnson,BKN,24,SF,PF,,-2,25,5,0,0,2,11,-8,18,-29,2
2024,3,NYC Chopp Cheese,Jaylen Brown,BOS,136,SG,SF,,-14,94,13,4,12,26,17,-24,72,-73,9
2024,3,NYC Chopp Cheese,Draymond Green,GSW,55,PF,C,,-2,17,3,0,4,22,14,-6,12,-11,2
2024,3,Who Invited This Kid?,Jordan Hawkins,NOP,24,SG,,,-4,14,3,0,8,2,7,-6,8,-11,3
2024,3,Who Invited This Kid?,Franz Wagner,ORL,74,SG,SF,PF,-11,48,3,0,8,20,18,-16,36,-41,9
2024,3,Who Invited This Kid?,Malik Monk,SAC,61,SG,SF,,-19,35,2,0,8,36,8,-14,18,-28,15
2024,3,Who Invited This Kid?,Tyus Jones,WAS,83,PG,,,-3,30,4,4,20,30,12,-4,24,-36,2
2024,3,Who Invited This Kid?,Tre Jones,SAS,71,PG,,,-3,24,0,8,8,34,6,-6,22,-24,2
2024,3,Who Invited This Kid?,RJ Barrett,TOR,80,SG,SF,,-9,50,7,0,4,20,8,-10,34,-33,9
2024,3,Who Invited This Kid?,Immanuel Quickley,TOR,55,PG,SG,,0,26,4,0,4,20,1,0,22,-22,0
2024,3,Who Invited This Kid?,LaMelo Ball,CHA,163,PG,SG,,-13,91,11,4,16,38,17,-20,70,-61,10
2024,3,Who Invited This Kid?,Domantas Sabonis,SAC,131,PF,C,,-16,52,0,12,8,54,32,-30,42,-33,10
2024,3,Who Invited This Kid?,Keyonte George,UTA,25,PG,SG,,-2,7,1,4,0,22,3,-4,4,-12,2
2024,3,Who Invited This Kid?,Pascal Siakam,IND,79,PF,C,,-10,48,0,0,12,16,19,-12,42,-42,6
2024,3,Who Invited This Kid?,Andrew Wiggins,GSW,47,SF,PF,,-10,34,1,4,8,12,20,-14,30,-41,3
2024,3,Who Invited This Kid?,Anthony Edwards,MIN,217,SG,SF,,-33,125,7,12,32,54,25,-28,90,-95,28
2024,3,Who Invited This Kid?,Alex Caruso,OKC,26,PG,SG,,-2,10,2,0,4,6,1,0,6,-3,2
2024,3,Who Invited This Kid?,Paolo Banchero,ORL,96,SF,PF,,-15,65,3,0,8,30,25,-28,50,-54,12
2024,3,Keegan It Real,Nikola Jokic,DEN,230,C,,,-23,106,5,12,16,56,48,-16,84,-75,17
2024,3,Keegan It Real,Josh Giddey,CHI,105,PG,SG,SF,-1,39,0,12,16,50,22,-26,38,-46,1
2024,3,Keegan It Real,Chet Holmgren,OKC,147,PF,C,,-15,61,5,36,12,20,32,-14,42,-46,14
2024,3,Keegan It Real,Marcus Sasser,DET,15,PG,,,0,7,1,0,4,8,3,-4,6,-10,0
2024,3,Keegan It Real,Deni Avdija,WAS,101,SF,PF,,-6,41,4,4,20,28,20,-12,32,-35,5
2024,3,Keegan It Real,Karl-Anthony Towns,MIN,137,PF,C,,-9,80,10,8,8,16,39,-28,62,-57,8
2024,3,Keegan It Real,Devin Vassell,SAS,75,SG,SF,,-9,43,10,0,4,16,10,-4,26,-28,7
2024,3,Keegan It Real,Scottie Barnes,TOR,81,SF,PF,,-8,24,2,12,20,22,19,-2,16,-30,6
2024,3,Keegan It Real,Victor Wembanyama,SAS,142,PF,C,,-16,74,7,32,12,26,39,-30,54,-69,13
2024,3,Keegan It Real,Keegan Murray,SAC,93,SF,PF,,-5,45,6,12,20,10,23,-12,34,-45,5
2024,3,Keegan It Real,Mark Williams,CHA,76,C,,,-4,31,0,0,8,10,28,-2,28,-26,3
2024,3,Keegan It Real,Mikal Bridges,BKN,138,SG,SF,,-17,80,5,12,16,28,31,-20,62,-72,13
2024,3,Keegan It Real,Jeremy Sochan,SAS,106,PG,PF,,-4,52,5,8,12,28,21,-22,44,-41,3
2024,3,Keegan It Real,Evan Mobley,CLE,71,PF,C,,-11,41,0,8,8,6,10,-6,30,-26,11
2024,3,Paulie Gee's,Onyeka Okongwu,ATL,73,C,,,-5,16,0,24,12,8,23,-6,12,-15,4
2024,3,Paulie Gee's,Zach Collins,SAS,110,PF,C,,-11,54,4,20,0,24,19,-16,42,-34,8
2024,3,Paulie Gee's,DeMar DeRozan,CHI,141,SG,SF,,-21,72,4,24,20,24,8,-6,50,-52,18
2024,3,Paulie Gee's,Julius Randle,NYK,119,PF,,,-22,73,6,0,16,26,31,-22,50,-56,17
2024,3,Paulie Gee's,Dereck Lively II,DAL,34,C,,,-2,16,0,8,4,2,9,-6,14,-13,2
2024,3,Paulie Gee's,Zion Williamson,NOP,97,PF,,,-20,62,0,4,12,28,20,-22,50,-49,12
2024,3,Paulie Gee's,Kawhi Leonard,LAC,136,SF,PF,,-12,75,6,12,12,24,19,-6,58,-63,11
2024,3,Paulie Gee's,Jalen Duren,DET,40,C,,,-1,15,0,4,0,16,16,-10,14,-15,1
2024,3,Paulie Gee's,Killian Hayes,FA,15,PG,,,0,7,1,0,0,6,3,0,6,-8,0
2024,3,Paulie Gee's,Gordon Hayward,OKC,4,SF,,,0,6,0,0,0,4,1,-4,6,-9,0
2024,3,Paulie Gee's,Tyrese Maxey,PHL,273,PG,SG,,-14,126,15,28,20,64,23,-6,98,-94,13
2024,3,Paulie Gee's,P.J. Washington,DAL,6,PF,,,-2,4,1,4,0,6,2,-4,2,-8,1
2024,3,Paulie Gee's,Jalen Green,HOU,132,SG,,,-32,85,11,4,12,22,21,-10,48,-55,26
2024,3,For All the bullDawgs,Kyrie Irving,DAL,149,PG,SG,,-11,84,15,4,8,30,16,-8,58,-58,11
2024,3,For All the bullDawgs,Max Strus,CLE,41,SG,SF,,-2,16,2,0,4,8,8,0,12,-9,2
2024,3,For All the bullDawgs,Bobby Portis,MIL,74,PF,C,,-9,35,3,4,20,10,21,-12,24,-30,8
2024,3,For All the bullDawgs,Clint Capela,ATL,86,C,,,-8,20,0,20,8,8,35,-2,16,-15,4
2024,3,For All the bullDawgs,Mitchell Robinson,NYK,90,C,,,-9,31,0,0,20,2,36,0,28,-21,3
2024,3,For All the bullDawgs,Caris LeVert,CLE,89,SG,SF,,-21,51,4,4,16,16,10,-6,30,-32,17
2024,3,For All the bullDawgs,Tyler Herro,MIA,49,PG,SG,,-7,28,2,0,16,14,6,-12,20,-24,6
2024,3,For All the bullDawgs,Damian Lillard,MIL,87,PG,,,-23,55,4,0,16,20,8,-4,30,-40,21
2024,3,For All the bullDawgs,Myles Turner,IND,159,C,,,-17,80,9,32,4,12,28,-8,56,-52,15
2024,3,For All the bullDawgs,Jakob Poeltl,TOR,39,C,,,-1,16,0,0,8,10,9,-4,16,-15,0
2024,3,For All the bullDawgs,Bradley Beal,PHO,15,PG,SG,,-6,15,0,0,0,10,8,-10,12,-17,3
2024,3,For All the bullDawgs,John Collins,UTA,85,PF,,,-9,46,5,16,4,2,18,-14,34,-24,7
2024,3,For All the bullDawgs,James Harden,LAC,84,PG,SG,,-10,37,5,4,20,22,17,-16,22,-27,10
2024,3,For All the bullDawgs,De'Andre Hunter,ATL,35,SF,PF,,-11,30,3,8,8,6,7,-10,18,-33,9
2024,3,For All the bullDawgs,Jimmy Butler,MIA,108,SF,PF,,-19,62,6,4,16,24,13,-12,38,-42,18
2024,3,The Bronx Orthodox Church,Lonnie Walker IV,BKN,52,SG,SF,,-1,25,4,4,0,12,9,-2,20,-20,1
2024,3,The Bronx Orthodox Church,D'Angelo Russell,LAL,151,PG,SG,,-11,65,5,20,4,60,14,-12,52,-54,8
2024,3,The Bronx Orthodox Church,Kristaps Porzingis,BOS,129,PF,C,,-24,79,7,12,4,18,20,-8,52,-51,20
2024,3,The Bronx Orthodox Church,Russell Westbrook,LAC,115,PG,,,-7,56,3,0,24,38,25,-22,48,-55,5
2024,3,The Bronx Orthodox Church,Kyle Kuzma,WAS,143,SF,PF,,-15,93,10,12,4,24,25,-16,72,-77,11
2024,3,The Bronx Orthodox Church,Malcolm Brogdon,POR,10,PG,SG,,0,5,1,0,0,2,1,0,4,-3,0
2024,3,The Bronx Orthodox Church,Anthony Davis,LAL,124,PF,C,,-21,57,0,20,0,28,30,-6,38,-41,19
2024,3,The Bronx Orthodox Church,Bruce Brown,TOR,87,SG,SF,,-8,27,2,12,8,28,18,-4,18,-21,7
2024,3,The Bronx Orthodox Church,Brook Lopez,MIL,91,C,,,-2,29,6,36,12,6,17,-8,22,-28,1
2024,3,The Bronx Orthodox Church,Michael Porter Jr.,DEN,115,SF,,,-4,64,8,12,0,10,27,-6,52,-52,4
2024,3,The Bronx Orthodox Church,Kevin Huerter,SAC,60,SG,SF,,-2,28,4,4,12,4,9,-4,22,-19,2
2024,3,The Bronx Orthodox Church,Jrue Holiday,BOS,129,PG,SG,,-8,45,3,8,20,54,31,-18,36,-48,6
2024,3,The Bronx Orthodox Church,Lauri Markkanen,UTA,141,SF,PF,,-20,79,12,16,12,8,21,-10,48,-44,19
2024,3,The Bronx Orthodox Church,Luguentz Dort,OKC,55,SG,SF,,-6,17,2,8,20,6,12,-4,10,-15,5
2024,3,New Jersey Eren,Alperen Sengun,HOU,180,C,,,-19,83,0,12,16,48,31,-18,70,-56,13
2024,3,New Jersey Eren,Darius Garland,CLE,80,PG,,,-7,34,4,4,28,26,9,-24,26,-24,4
2024,3,New Jersey Eren,Shaedon Sharpe,POR,35,SG,SF,,-10,37,4,0,4,14,4,-22,24,-29,9
2024,3,New Jersey Eren,Jalen Brunson,NYK,89,PG,SG,,-10,52,8,0,16,26,6,-10,34,-43,10
2024,3,New Jersey Eren,Cam Thomas,BKN,77,SG,,,-8,59,6,4,4,6,6,-6,46,-47,7
2024,3,New Jersey Eren,Desmond Bane,MEM,134,SG,SF,,-15,79,12,20,8,34,13,-16,56,-68,11
2024,3,New Jersey Eren,Jerami Grant,POR,31,PF,,,-5,23,3,4,0,2,5,-4,16,-17,4
2024,3,New Jersey Eren,Fred VanVleet,HOU,102,PG,,,-11,57,10,4,4,34,9,-8,38,-44,9
2024,3,New Jersey Eren,Bennedict Mathurin,IND,13,SG,SF,,-3,9,0,4,0,2,5,-2,8,-11,1
2024,3,New Jersey Eren,Zach LaVine,CHI,107,SG,SF,,-20,65,6,0,12,26,13,-10,42,-44,17
2024,3,New Jersey Eren,Joel Embiid,PHL,249,C,,,-53,145,3,32,12,40,50,-30,94,-92,48
2024,3,New Jersey Eren,Talen Horton-Tucker,UTA,39,SG,SF,,-2,18,4,4,4,12,9,-12,12,-12,2
2024,3,New Jersey Eren,Dennis Schroder,BKN,64,PG,,,-11,32,2,4,12,18,3,-6,20,-20,10
2024,3,New Jersey Eren,Rudy Gobert,MIN,91,C,,,-20,35,0,24,8,10,32,-10,30,-23,5
2024,3,New Jersey Eren,Giannis Antetokounmpo,MIL,239,PF,C,,-42,140,1,28,20,36,43,-36,110,-90,29
2024,3,I Watch Basketbal,Ben Simmons,BKN,22,PG,PF,,0,2,0,0,0,8,15,-2,2,-3,0
2024,3,I Watch Basketbal,Ausar Thompson,DET,138,SG,SF,,-11,43,1,24,20,22,51,-16,34,-38,8
2024,3,I Watch Basketbal,Brandon Ingram,NOP,128,SF,PF,,-16,97,5,4,0,42,16,-24,82,-88,10
2024,3,I Watch Basketbal,Brandon Miller,CHA,62,SG,SF,,-6,36,2,8,8,8,11,-6,30,-33,4
2024,3,I Watch Basketbal,Buddy Hield,PHL,96,SG,SF,,-1,56,13,8,16,16,11,-14,42,-52,1
2024,3,I Watch Basketbal,Jarrett Allen,CLE,51,C,,,-18,26,0,4,8,10,11,-4,12,-12,14
2024,3,I Watch Basketbal,Luka Doncic,DAL,249,PG,,,-25,134,17,4,32,58,20,-26,96,-82,21
2024,3,I Watch Basketbal,Stephen Curry,GSW,156,PG,,,-29,125,22,4,12,26,15,-30,76,-92,27
2024,3,I Watch Basketbal,Tari Eason,HOU,35,SF,,,0,10,2,8,4,4,11,0,8,-12,0
2024,3,I Watch Basketbal,LeBron James,LAL,130,SF,PF,,-20,80,3,16,8,22,21,-24,62,-53,15
2024,3,I Watch Basketbal,Ivica Zubac,LAC,61,C,,,-10,26,0,16,8,4,21,-14,20,-16,6
2024,3,I Watch Basketbal,Khris Middleton,MIL,55,SF,,,-4,29,4,4,0,22,2,-6,22,-21,3
2024,3,I Watch Basketbal,Harrison Barnes,SAC,2,SF,PF,,-4,7,0,0,0,4,4,-2,4,-14,3
2024,3,I Watch Basketbal,Bismack Biyombo,OKC,41,C,,,-7,13,0,8,4,6,12,-2,10,-6,3
2024,3,I Watch Basketbal,Jabari Smith Jr.,HOU,74,PF,C,,-3,39,6,8,4,4,24,-10,30,-31,3
2024,3,Pooh Shaisty,Coby White,CHI,36,PG,SG,,-2,16,3,0,8,14,0,-2,12,-14,1
2024,3,Pooh Shaisty,Kevin Durant,PHO,150,SF,PF,,-30,91,9,12,12,36,25,-26,54,-61,28
2024,3,Pooh Shaisty,Keldon Johnson,SAS,100,SF,,,-12,51,4,4,4,36,27,-12,40,-49,7
2024,3,Pooh Shaisty,Tobias Harris,PHL,92,SF,PF,,-12,59,3,4,0,18,23,-12,44,-47,12
2024,3,Pooh Shaisty,Jaren Jackson Jr.,MEM,68,PF,C,,-16,54,2,8,4,10,12,-12,38,-46,14
2024,3,Pooh Shaisty,Klay Thompson,GSW,82,SG,SF,,-11,62,8,4,8,16,17,-16,46,-60,8
2024,3,Pooh Shaisty,Kelly Oubre Jr.,PHL,22,SF,PF,,-3,8,0,0,8,2,8,0,6,-9,2
2024,3,Pooh Shaisty,Jordan Clarkson,UTA,89,SG,,,-14,59,3,8,12,18,7,-18,42,-42,14
2024,3,Pooh Shaisty,Jonas Valanciunas,NOP,117,C,,,-3,44,4,28,0,14,36,-8,38,-38,2
2024,3,Pooh Shaisty,Trae Young,ATL,141,PG,,,-35,90,9,0,20,60,10,-30,48,-64,33
2024,3,Pooh Shaisty,Deandre Ayton,POR,57,C,,,0,30,0,8,0,4,17,-8,30,-24,0
2024,3,Pooh Shaisty,Saddiq Bey,ATL,39,SF,PF,,0,25,5,0,4,4,19,-14,20,-24,0
2024,3,Pooh Shaisty,Shai Gilgeous-Alexander,OKC,255,PG,SG,,-33,141,6,16,24,42,29,-16,106,-89,29
2024,3,Pooh Shaisty,Chris Paul,GSW,106,PG,,,-5,37,4,0,16,48,14,-12,28,-29,5
2024,3,Pooh Shaisty,Kyle Anderson,MIN,15,SF,PF,,-4,6,0,0,4,8,5,-8,4,-2,2
2024,4,Keegan It Real,Nikola Jokic,DEN,180,C,,,-24,76,3,8,12,68,42,-22,52,-56,21
2024,4,Keegan It Real,Jaden Ivey,DET,57,PG,SG,,-10,31,2,0,8,24,10,-14,22,-23,7
2024,4,Keegan It Real,Skylar Mays,LAL,33,SG,,,0,6,0,8,0,20,5,-4,6,-8,0
2024,4,Keegan It Real,Josh Giddey,CHI,124,PG,SG,SF,-7,54,4,16,16,30,22,-20,44,-41,6
2024,4,Keegan It Real,Chet Holmgren,OKC,164,PF,C,,-16,74,5,28,16,20,33,-20,54,-45,15
2024,4,Keegan It Real,Deni Avdija,WAS,101,SF,PF,,-4,42,6,4,16,24,15,-14,32,-24,4
2024,4,Keegan It Real,Karl-Anthony Towns,MIN,157,PF,C,,-17,87,7,8,8,26,24,-12,64,-54,16
2024,4,Keegan It Real,De'Aaron Fox,SAC,194,PG,,,-25,101,14,4,32,38,17,-8,68,-66,19
2024,4,Keegan It Real,Devin Vassell,SAS,31,SG,SF,,-2,12,1,4,8,8,3,-2,10,-12,1
2024,4,Keegan It Real,Scottie Barnes,TOR,178,SF,PF,,-12,79,8,4,24,52,28,-16,62,-60,9
2024,4,Keegan It Real,Victor Wembanyama,SAS,121,PF,C,,-7,54,4,40,12,12,36,-22,44,-58,6
2024,4,Keegan It Real,Keegan Murray,SAC,119,SF,PF,,-5,57,9,0,20,20,23,-8,44,-45,4
2024,4,Keegan It Real,Mark Williams,CHA,84,C,,,-10,29,0,4,8,12,31,-2,24,-17,5
2024,4,Keegan It Real,Mikal Bridges,BKN,100,SG,SF,,-11,62,7,0,16,24,13,-22,46,-44,9
2024,4,Keegan It Real,Jeremy Sochan,SAS,54,PG,PF,,-8,24,2,0,12,18,13,-10,16,-19,6
2024,4,Keegan It Real,Evan Mobley,CLE,170,PF,C,,-12,71,0,20,12,30,44,-18,64,-48,7
2024,4,For All the bullDawgs,Kyrie Irving,DAL,116,PG,SG,,-13,79,8,0,4,26,8,-8,60,-59,11
2024,4,For All the bullDawgs,Max Strus,CLE,140,SG,SF,,-7,62,12,8,24,38,21,-22,44,-46,6
2024,4,For All the bullDawgs,Bobby Portis,MIL,126,PF,C,,-4,61,7,12,4,10,31,-6,50,-43,4
2024,4,For All the bullDawgs,Clint Capela,ATL,105,C,,,-9,33,0,24,20,8,22,-6,28,-20,5
